%
%
% Run:000   Table:buoys             SWASH version: 7.01
%
%       Tsec          Watlev        Vmag     
%       [s]           [m]           [m/s]    
%
 352500.00000        0.9186      0.014630 
 352500.00000        0.9296      0.000000 
 352800.00000        0.8666      0.015521 
 352800.00000        0.9009      0.000443 
 352800.00000        0.9254      0.002913 
 352800.00000        0.9343      0.000000 
 353100.00000        0.8873      0.009761 
 353100.00000        0.9056      0.020555 
 353100.00000        0.9187      0.015005 
 353100.00000        0.9236      0.000000 
 353400.00000        0.9063      0.018643 
 353400.00000        0.9058      0.027358 
 353400.00000        0.9049      0.018838 
 353400.00000        0.9044      0.000000 
 353700.00000        0.9236      0.010556 
 353700.00000        0.9056      0.019198 
 353700.00000        0.8915      0.013709 
 353700.00000        0.8862      0.000000 
 354000.00000        0.9392      0.011645 
 354000.00000        0.9088      0.001217 
 354000.00000        0.8858      0.001491 
 354000.00000        0.8773      0.000000 
 354300.00000        0.9532      0.041824 
 354300.00000        0.9185      0.028361 
 354300.00000        0.8926      0.014353 
 354300.00000        0.8831      0.000000 
 354600.00000        0.9655      0.071605 
 354600.00000        0.9360      0.055137 
 354600.00000        0.9137      0.029976 
 354600.00000        0.9055      0.000000 
 354900.00000        0.9761      0.092648 
 354900.00000        0.9598      0.074503 
 354900.00000        0.9471      0.041560 
 354900.00000        0.9423      0.000000 
 355200.00000        0.9848      0.098950 
 355200.00000        0.9867      0.081072 
 355200.00000        0.9875      0.045750 
 355200.00000        0.9878      0.000000 
 355500.00000        0.9918      0.087900 
 355500.00000        1.0126      0.072376 
 355500.00000        1.0276      0.040818 
 355500.00000        1.0332      0.000000 
 355800.00000        0.9968      0.060410 
 355800.00000        1.0333      0.049495 
 355800.00000        1.0595      0.027645 
 355800.00000        1.0690      0.000000 
 356100.00000        0.9998      0.021098 
 356100.00000        1.0450      0.016855 
 356100.00000        1.0768      0.009236 
 356100.00000        1.0882      0.000000 
 356400.00000        1.0007      0.022047 
 356400.00000        1.0450      0.018804 
 356400.00000        1.0762      0.010645 
 356400.00000        1.0874      0.000000 
 356700.00000        0.9996      0.059719 
 356700.00000        1.0336      0.050041 
 356700.00000        1.0580      0.028256 
 356700.00000        1.0669      0.000000 
 357000.00000        0.9965      0.084348 
 357000.00000        1.0138      0.070458 
 357000.00000        1.0263      0.040012 
 357000.00000        1.0309      0.000000 
 357300.00000        0.9914      0.092021 
 357300.00000        0.9897      0.076220 
 357300.00000        0.9878      0.043245 
 357300.00000        0.9871      0.000000 
 357600.00000        0.9845      0.082624 
 357600.00000        0.9654      0.066955 
 357600.00000        0.9506      0.037495 
 357600.00000        0.9450      0.000000 
 357900.00000        0.9758      0.059510 
 357900.00000        0.9448      0.045779 
 357900.00000        0.9215      0.024862 
 357900.00000        0.9129      0.000000 
 358200.00000        0.9654      0.029188 
 358200.00000        0.9310      0.018516 
 358200.00000        0.9053      0.008948 
 358200.00000        0.8959      0.000000 
 358500.00000        0.9533      0.000135 
 358500.00000        0.9249      0.007660 
 358500.00000        0.9033      0.006348 
 358500.00000        0.8953      0.000000 
 358800.00000        0.9395      0.019524 
 358800.00000        0.9247      0.025869 
 358800.00000        0.9131      0.017279 
 358800.00000        0.9086      0.000000 
 359100.00000        0.9239      0.024220 
 359100.00000        0.9273      0.031084 
 359100.00000        0.9291      0.020689 
 359100.00000        0.9297      0.000000 
 359400.00000        0.9067      0.011842 
 359400.00000        0.9284      0.021280 
 359400.00000        0.9440      0.015136 
 359400.00000        0.9497      0.000000 
 359700.00000        0.8876      0.016219 
 359700.00000        0.9242      0.002068 
 359700.00000        0.9503      0.001724 
 359700.00000        0.9598      0.000000 
 360000.00000        0.8667      0.055029 
 360000.00000        0.9109      0.034325 
 360000.00000        0.9421      0.016466 
 360000.00000        0.9533      0.000000 
 360300.00000        0.8441      0.096617 
 360300.00000        0.8866      0.068795 
 360300.00000        0.9166      0.035720 
 360300.00000        0.9274      0.000000 
 360600.00000        0.8197      0.132048 
 360600.00000        0.8516      0.098313 
 360600.00000        0.8746      0.052406 
 360600.00000        0.8830      0.000000 
 360900.00000        0.7936      0.154298 
 360900.00000        0.8090      0.116912 
 360900.00000        0.8203      0.063168 
 360900.00000        0.8245      0.000000 
 361200.00000        0.7660      0.159947 
 361200.00000        0.7630      0.121191 
 361200.00000        0.7605      0.065620 
 361200.00000        0.7595      0.000000 
 361500.00000        0.7370      0.149218 
 361500.00000        0.7174      0.111070 
 361500.00000        0.7025      0.059473 
 361500.00000        0.6969      0.000000 
 361800.00000        0.7066      0.125570 
 361800.00000        0.6760      0.089710 
 361800.00000        0.6530      0.046813 
 361800.00000        0.6445      0.000000 
 362100.00000        0.6751      0.095277 
 362100.00000        0.6413      0.062719 
 362100.00000        0.6161      0.031103 
 362100.00000        0.6069      0.000000 
 362400.00000        0.6424      0.066304 
 362400.00000        0.6142      0.036855 
 362400.00000        0.5929      0.016047 
 362400.00000        0.5851      0.000000 
 362700.00000        0.6085      0.046202 
 362700.00000        0.5932      0.018519 
 362700.00000        0.5811      0.005127 
 362700.00000        0.5765      0.000000 
 363000.00000        0.5736      0.040130 
 363000.00000        0.5751      0.012347 
 363000.00000        0.5756      0.001217 
 363000.00000        0.5757      0.000000 
 363300.00000        0.5376      0.050009 
 363300.00000        0.5563      0.020209 
 363300.00000        0.5698      0.005666 
 363300.00000        0.5747      0.000000 
 363600.00000        0.5005      0.074534 
 363600.00000        0.5333      0.040794 
 363600.00000        0.5568      0.017548 
 363600.00000        0.5653      0.000000 
 363900.00000        0.4624      0.109255 
 363900.00000        0.5027      0.069926 
 363900.00000        0.5313      0.034084 
 363900.00000        0.5416      0.000000 
 364200.00000        0.4232      0.147031 
 364200.00000        0.4627      0.101537 
 364200.00000        0.4907      0.051826 
 364200.00000        0.5008      0.000000 
 364500.00000        0.3832      0.179714 
 364500.00000        0.4136      0.129073 
 364500.00000        0.4356      0.067431 
 364500.00000        0.4436      0.000000 
 364800.00000        0.3423      0.200650 
 364800.00000        0.3578      0.146957 
 364800.00000        0.3695      0.077852 
 364800.00000        0.3738      0.000000 
 365100.00000        0.3007      0.206339 
 365100.00000        0.2992      0.151808 
 365100.00000        0.2981      0.080806 
 365100.00000        0.2978      0.000000 
 365400.00000        0.2585      0.196612 
 365400.00000        0.2412      0.143135 
 365400.00000        0.2282      0.075704 
 365400.00000        0.2234      0.000000 
 365700.00000        0.2160      0.174184 
 365700.00000        0.1871      0.123355 
 365700.00000        0.1657      0.064076 
 365700.00000        0.1578      0.000000 
 366000.00000        0.1731      0.144264 
 366000.00000        0.1395      0.097169 
 366000.00000        0.1148      0.048904 
 366000.00000        0.1058      0.000000 
 366300.00000        0.1300      0.113746 
 366300.00000        0.0995      0.070510 
 366300.00000        0.0770      0.033542 
 366300.00000        0.0687      0.000000 
 366600.00000        0.0868      0.089613 
 366600.00000        0.0663      0.049268 
 366600.00000        0.0509      0.021155 
 366600.00000        0.0451      0.000000 
 366900.00000        0.0435      0.077129 
 366900.00000        0.0375      0.038064 
 366900.00000        0.0327      0.014461 
 366900.00000        0.0308      0.000000 
 367200.00000        0.0002      0.078819 
 367200.00000        0.0099      0.039307 
 367200.00000        0.0169      0.015121 
 367200.00000        0.0195      0.000000 
 367500.00000       -0.0432      0.094361 
 367500.00000       -0.0196      0.052713 
 367500.00000       -0.0023      0.022993 
 367500.00000        0.0041      0.000000 
 367800.00000       -0.0866      0.120731 
 367800.00000       -0.0538      0.075387 
 367800.00000       -0.0301      0.036105 
 367800.00000       -0.0215      0.000000 
 368100.00000       -0.1300      0.152435 
 368100.00000       -0.0948      0.102478 
 368100.00000       -0.0696      0.051501 
 368100.00000       -0.0605      0.000000 
 368400.00000       -0.1732      0.182471 
 368400.00000       -0.1433      0.128246 
 368400.00000       -0.1215      0.066144 
 368400.00000       -0.1136      0.000000 
 368700.00000       -0.2162      0.204211 
 368700.00000       -0.1977      0.147302 
 368700.00000       -0.1837      0.077244 
 368700.00000       -0.1784      0.000000 
 369000.00000       -0.2588      0.213235 
 369000.00000       -0.2552      0.155712 
 369000.00000       -0.2519      0.082442 
 369000.00000       -0.2505      0.000000 
 369300.00000       -0.3009      0.208033 
 369300.00000       -0.3126      0.151788 
 369300.00000       -0.3208      0.080417 
 369300.00000       -0.3238      0.000000 
 369600.00000       -0.3424      0.189760 
 369600.00000       -0.3670      0.136372 
 369600.00000       -0.3848      0.071539 
 369600.00000       -0.3914      0.000000 
 369900.00000       -0.3832      0.161836 
 369900.00000       -0.4158      0.112574 
 369900.00000       -0.4395      0.057821 
 369900.00000       -0.4481      0.000000 
 370200.00000       -0.4232      0.129528 
 370200.00000       -0.4574      0.085075 
 370200.00000       -0.4822      0.042117 
 370200.00000       -0.4912      0.000000 
 370500.00000       -0.4622      0.099045 
 370500.00000       -0.4914      0.059165 
 370500.00000       -0.5126      0.027341 
 370500.00000       -0.5203      0.000000 
 370800.00000       -0.5003      0.076088 
 370800.00000       -0.5190      0.039690 
 370800.00000       -0.5326      0.016136 
 370800.00000       -0.5376      0.000000 
 371100.00000       -0.5374      0.064526 
 371100.00000       -0.5425      0.030113 
 371100.00000       -0.5460      0.010622 
 371100.00000       -0.5473      0.000000 
 371400.00000       -0.5734      0.065814 
 371400.00000       -0.5646      0.031856 
 371400.00000       -0.5577      0.011830 
 371400.00000       -0.5550      0.000000 
 371700.00000       -0.6084      0.079015 
 371700.00000       -0.5880      0.044039 
 371700.00000       -0.5726      0.019191 
 371700.00000       -0.5668      0.000000 
 372000.00000       -0.6424      0.100951 
 372000.00000       -0.6149      0.063667 
 372000.00000       -0.5947      0.030713 
 372000.00000       -0.5872      0.000000 
 372300.00000       -0.6752      0.126488 
 372300.00000       -0.6470      0.086266 
 372300.00000       -0.6262      0.043738 
 372300.00000       -0.6187      0.000000 
 372600.00000       -0.7068      0.149466 
 372600.00000       -0.6843      0.106800 
 372600.00000       -0.6674      0.055622 
 372600.00000       -0.6611      0.000000 
 372900.00000       -0.7371      0.164300 
 372900.00000       -0.7255      0.120685 
 372900.00000       -0.7161      0.063963 
 372900.00000       -0.7124      0.000000 
 373200.00000       -0.7661      0.167391 
 373200.00000       -0.7682      0.124679 
 373200.00000       -0.7686      0.066781 
 373200.00000       -0.7686      0.000000 
 373500.00000       -0.7936      0.157628 
 373500.00000       -0.8095      0.117496 
 373500.00000       -0.8203      0.063037 
 373500.00000       -0.8241      0.000000 
 373800.00000       -0.8196      0.136165 
 373800.00000       -0.8470      0.100011 
 373800.00000       -0.8664      0.053146 
 373800.00000       -0.8734      0.000000 
 374100.00000       -0.8439      0.106088 
 374100.00000       -0.8785      0.075032 
 374100.00000       -0.9031      0.038920 
 374100.00000       -0.9120      0.000000 
 374400.00000       -0.8666      0.072060 
 374400.00000       -0.9026      0.046721 
 374400.00000       -0.9282      0.022905 
 374400.00000       -0.9374      0.000000 
 374700.00000       -0.8875      0.039588 
 374700.00000       -0.9190      0.019793 
 374700.00000       -0.9413      0.007722 
 374700.00000       -0.9494      0.000000 
 375000.00000       -0.9067      0.013826 
 375000.00000       -0.9286      0.001372 
 375000.00000       -0.9441      0.004246 
 375000.00000       -0.9497      0.000000 
 375300.00000       -0.9240      0.001567 
 375300.00000       -0.9335      0.013541 
 375300.00000       -0.9397      0.011056 
 375300.00000       -0.9419      0.000000 
 375600.00000       -0.9397      0.005027 
 375600.00000       -0.9361      0.015225 
 375600.00000       -0.9324      0.011665 
 375600.00000       -0.9309      0.000000 
 375900.00000       -0.9535      0.002881 
 375900.00000       -0.9386      0.006954 
 375900.00000       -0.9268      0.006396 
 375900.00000       -0.9222      0.000000 
 376200.00000       -0.9656      0.019576 
 376200.00000       -0.9434      0.008814 
 376200.00000       -0.9264      0.003100 
 376200.00000       -0.9201      0.000000 
 376500.00000       -0.9759      0.040658 
 376500.00000       -0.9519      0.028172 
 376500.00000       -0.9338      0.014454 
 376500.00000       -0.9271      0.000000 
 376800.00000       -0.9845      0.060585 
 376800.00000       -0.9646      0.046536 
 376800.00000       -0.9494      0.025200 
 376800.00000       -0.9438      0.000000 
 377100.00000       -0.9913      0.073992 
 377100.00000       -0.9807      0.059523 
 377100.00000       -0.9719      0.033062 
 377100.00000       -0.9685      0.000000 
 377400.00000       -0.9962      0.077051 
 377400.00000       -0.9981      0.063793 
 377400.00000       -0.9982      0.036094 
 377400.00000       -0.9980      0.000000 
 377700.00000       -0.9993      0.068154 
 377700.00000       -1.0142      0.057682 
 377700.00000       -1.0242      0.033076 
 377700.00000       -1.0276      0.000000 
 378000.00000       -1.0004      0.047857 
 378000.00000       -1.0268      0.041505 
 378000.00000       -1.0454      0.024041 
 378000.00000       -1.0521      0.000000 
 378300.00000       -0.9996      0.018605 
 378300.00000       -1.0338      0.017469 
 378300.00000       -1.0581      0.010398 
 378300.00000       -1.0669      0.000000 
 378600.00000       -0.9968      0.015553 
 378600.00000       -1.0336      0.010755 
 378600.00000       -1.0597      0.005553 
 378600.00000       -1.0691      0.000000 
 378900.00000       -0.9920      0.049494 
 378900.00000       -1.0257      0.038727 
 378900.00000       -1.0493      0.021274 
 378900.00000       -1.0579      0.000000 
 379200.00000       -0.9852      0.078030 
 379200.00000       -1.0105      0.062038 
 379200.00000       -1.0281      0.034375 
 379200.00000       -1.0344      0.000000 
 379500.00000       -0.9765      0.097057 
 379500.00000       -0.9898      0.077134 
 379500.00000       -0.9987      0.042803 
 379500.00000       -1.0018      0.000000 
 379800.00000       -0.9659      0.104340 
 379800.00000       -0.9660      0.081981 
 379800.00000       -0.9650      0.045227 
 379800.00000       -0.9644      0.000000 
 380100.00000       -0.9535      0.099744 
 380100.00000       -0.9415      0.076464 
 380100.00000       -0.9315      0.041532 
 380100.00000       -0.9276      0.000000 
 380400.00000       -0.9394      0.085185 
 380400.00000       -0.9184      0.062438 
 380400.00000       -0.9022      0.032977 
 380400.00000       -0.8962      0.000000 
 380700.00000       -0.9235      0.064506 
 380700.00000       -0.8988      0.043409 
 380700.00000       -0.8803      0.021762 
 380700.00000       -0.8734      0.000000 
 381000.00000       -0.9060      0.043017 
 381000.00000       -0.8836      0.023853 
 381000.00000       -0.8667      0.010376 
 381000.00000       -0.8605      0.000000 
 381300.00000       -0.8868      0.026345 
 381300.00000       -0.8723      0.008355 
 381300.00000       -0.8609      0.001202 
 381300.00000       -0.8566      0.000000 
 381600.00000       -0.8660      0.018989 
 381600.00000       -0.8632      0.000722 
 381600.00000       -0.8603      0.003644 
 381600.00000       -0.8590      0.000000 
 381900.00000       -0.8436      0.023346 
 381900.00000       -0.8540      0.003230 
 381900.00000       -0.8609      0.002640 
 381900.00000       -0.8632      0.000000 
 382200.00000       -0.8195      0.039516 
 382200.00000       -0.8421      0.016176 
 382200.00000       -0.8581      0.004588 
 382200.00000       -0.8640      0.000000 
 382500.00000       -0.7939      0.065528 
 382500.00000       -0.8253      0.037812 
 382500.00000       -0.8479      0.016961 
 382500.00000       -0.8562      0.000000 
 382800.00000       -0.7666      0.097604 
 382800.00000       -0.8019      0.064677 
 382800.00000       -0.8271      0.032276 
 382800.00000       -0.8363      0.000000 
 383100.00000       -0.7378      0.130602 
 383100.00000       -0.7709      0.092247 
 383100.00000       -0.7943      0.047879 
 383100.00000       -0.8028      0.000000 
 383400.00000       -0.7075      0.158951 
 383400.00000       -0.7325      0.115781 
 383400.00000       -0.7502      0.061175 
 383400.00000       -0.7566      0.000000 
 383700.00000       -0.6758      0.177911 
 383700.00000       -0.6886      0.131223 
 383700.00000       -0.6973      0.069888 
 383700.00000       -0.7004      0.000000 
 384000.00000       -0.6428      0.184591 
 384000.00000       -0.6415      0.136007 
 384000.00000       -0.6397      0.072405 
 384000.00000       -0.6390      0.000000 
 384300.00000       -0.6086      0.178376 
 384300.00000       -0.5939      0.129587 
 384300.00000       -0.5823      0.068331 
 384300.00000       -0.5779      0.000000 
 384600.00000       -0.5732      0.160954 
 384600.00000       -0.5484      0.113612 
 384600.00000       -0.5297      0.058774 
 384600.00000       -0.5228      0.000000 
 384900.00000       -0.5368      0.136208 
 384900.00000       -0.5072      0.091651 
 384900.00000       -0.4855      0.046000 
 384900.00000       -0.4776      0.000000 
 385200.00000       -0.4996      0.109773 
 385200.00000       -0.4717      0.068507 
 385200.00000       -0.4515      0.032726 
 385200.00000       -0.4441      0.000000 
 385500.00000       -0.4614      0.087869 
 385500.00000       -0.4417      0.049249 
 385500.00000       -0.4270      0.021604 
 385500.00000       -0.4217      0.000000 
 385800.00000       -0.4225      0.075647 
 385800.00000       -0.4152      0.038192 
 385800.00000       -0.4095      0.014999 
 385800.00000       -0.4073      0.000000 
 386100.00000       -0.3828      0.075967 
 386100.00000       -0.3897      0.037985 
 386100.00000       -0.3946      0.014637 
 386100.00000       -0.3963      0.000000 
 386400.00000       -0.3423      0.089065 
 386400.00000       -0.3624      0.049050 
 386400.00000       -0.3772      0.020978 
 386400.00000       -0.3826      0.000000 
 386700.00000       -0.3012      0.112771 
 386700.00000       -0.3307      0.069471 
 386700.00000       -0.3524      0.032856 
 386700.00000       -0.3604      0.000000 
 387000.00000       -0.2594      0.142834 
 387000.00000       -0.2926      0.095361 
 387000.00000       -0.3169      0.047807 
 387000.00000       -0.3257      0.000000 
 387300.00000       -0.2169      0.173466 
 387300.00000       -0.2471      0.121626 
 387300.00000       -0.2690      0.062845 
 387300.00000       -0.2770      0.000000 
 387600.00000       -0.1740      0.198446 
 387600.00000       -0.1948      0.142973 
 387600.00000       -0.2098      0.075067 
 387600.00000       -0.2153      0.000000 
 387900.00000       -0.1307      0.212605 
 387900.00000       -0.1376      0.154983 
 387900.00000       -0.1425      0.081981 
 387900.00000       -0.1442      0.000000 
 388200.00000       -0.0870      0.212994 
 388200.00000       -0.0784      0.155058 
 388200.00000       -0.0718      0.081950 
 388200.00000       -0.0693      0.000000 
 388500.00000       -0.0433      0.199368 
 388500.00000       -0.0206      0.143003 
 388500.00000       -0.0036      0.074813 
 388500.00000        0.0026      0.000000 
 388800.00000        0.0005      0.174183 
 388800.00000        0.0331      0.121169 
 388800.00000        0.0568      0.062122 
 388800.00000        0.0655      0.000000 
 389100.00000        0.0442      0.142394 
 389100.00000        0.0801      0.094015 
 389100.00000        0.1058      0.046628 
 389100.00000        0.1150      0.000000 
 389400.00000        0.0877      0.110730 
 389400.00000        0.1193      0.067190 
 389400.00000        0.1419      0.031452 
 389400.00000        0.1501      0.000000 
 389700.00000        0.1309      0.086091 
 389700.00000        0.1517      0.046317 
 389700.00000        0.1666      0.019546 
 389700.00000        0.1721      0.000000 
 390000.00000        0.1737      0.073612 
 390000.00000        0.1796      0.035780 
 390000.00000        0.1838      0.013402 
 390000.00000        0.1854      0.000000 
 390300.00000        0.2163      0.075495 
 390300.00000        0.2065      0.037728 
 390300.00000        0.1989      0.014524 
 390300.00000        0.1961      0.000000 
 390600.00000        0.2585      0.090884 
 390600.00000        0.2355      0.051588 
 390600.00000        0.2181      0.022738 
 390600.00000        0.2116      0.000000 
 390900.00000        0.3002      0.116237 
 390900.00000        0.2693      0.074160 
 390900.00000        0.2462      0.036035 
 390900.00000        0.2377      0.000000 
 391200.00000        0.3415      0.145827 
 391200.00000        0.3099      0.100289 
 391200.00000        0.2866      0.051241 
 391200.00000        0.2780      0.000000 
 391500.00000        0.3823      0.172685 
 391500.00000        0.3577      0.123944 
 391500.00000        0.3395      0.064938 
 391500.00000        0.3328      0.000000 
 391800.00000        0.4224      0.190187 
 391800.00000        0.4110      0.139507 
 391800.00000        0.4024      0.074036 
 391800.00000        0.3992      0.000000 
 392100.00000        0.4618      0.193740 
 392100.00000        0.4669      0.143007 
 392100.00000        0.4705      0.076199 
 392100.00000        0.4718      0.000000 
 392400.00000        0.5003      0.181760 
 392400.00000        0.5218      0.133040 
 392400.00000        0.5374      0.070484 
 392400.00000        0.5432      0.000000 
 392700.00000        0.5378      0.155884 
 392700.00000        0.5720      0.111160 
 392700.00000        0.5967      0.057879 
 392700.00000        0.6057      0.000000 
 393000.00000        0.5742      0.120754 
 393000.00000        0.6145      0.081619 
 393000.00000        0.6432      0.041074 
 393000.00000        0.6536      0.000000 
 393300.00000        0.6094      0.083397 
 393300.00000        0.6476      0.050448 
 393300.00000        0.6746      0.023541 
 393300.00000        0.6842      0.000000 
 393600.00000        0.6432      0.051688 
 393600.00000        0.6714      0.024096 
 393600.00000        0.6913      0.008701 
 393600.00000        0.6985      0.000000 
 393900.00000        0.6758      0.032092 
 393900.00000        0.6884      0.007954 
 393900.00000        0.6974      0.000503 
 393900.00000        0.7006      0.000000 
 394200.00000        0.7070      0.027942 
 394200.00000        0.7024      0.005107 
 394200.00000        0.6986      0.002083 
 394200.00000        0.6972      0.000000 
 394500.00000        0.7370      0.038989 
 394500.00000        0.7172      0.015600 
 394500.00000        0.7019      0.004242 
 394500.00000        0.6962      0.000000 
 394800.00000        0.7656      0.061810 
 394800.00000        0.7359      0.036429 
 394800.00000        0.7134      0.016655 
 394800.00000        0.7050      0.000000 
 395100.00000        0.7929      0.090437 
 395100.00000        0.7610      0.062208 
 395100.00000        0.7371      0.031818 
 395100.00000        0.7283      0.000000 
 395400.00000        0.8188      0.117349 
 395400.00000        0.7930      0.086376 
 395400.00000        0.7738      0.045933 
 395400.00000        0.7667      0.000000 
 395700.00000        0.8432      0.135167 
 395700.00000        0.8308      0.102657 
 395700.00000        0.8212      0.055542 
 395700.00000        0.8177      0.000000 
 396000.00000        0.8661      0.138575 
 396000.00000        0.8710      0.106487 
 396000.00000        0.8742      0.058019 
 396000.00000        0.8753      0.000000 
 396300.00000        0.8874      0.125578 
 396300.00000        0.9097      0.096095 
 396300.00000        0.9257      0.052199 
 396300.00000        0.9315      0.000000 
 396600.00000        0.9069      0.097780 
 396600.00000        0.9429      0.072965 
 396600.00000        0.9687      0.038987 
 396600.00000        0.9781      0.000000 
 396900.00000        0.9246      0.060096 
 396900.00000        0.9673      0.041568 
 396900.00000        0.9976      0.021188 
 396900.00000        1.0085      0.000000 
 397200.00000        0.9403      0.020005 
 397200.00000        0.9810      0.008340 
 397200.00000        1.0097      0.002540 
 397200.00000        1.0199      0.000000 
 397500.00000        0.9542      0.014118 
 397500.00000        0.9843      0.019833 
 397500.00000        1.0057      0.013274 
 397500.00000        1.0134      0.000000 
 397800.00000        0.9662      0.035424 
 397800.00000        0.9800      0.037245 
 397800.00000        0.9898      0.023151 
 397800.00000        0.9934      0.000000 
 398100.00000        0.9762      0.040473 
 398100.00000        0.9721      0.040706 
 398100.00000        0.9685      0.025052 
 398100.00000        0.9672      0.000000 
 398400.00000        0.9845      0.029689 
 398400.00000        0.9646      0.030301 
 398400.00000        0.9493      0.018757 
 398400.00000        0.9435      0.000000 
 398700.00000        0.9910      0.006883 
 398700.00000        0.9611      0.009337 
 398700.00000        0.9384      0.006235 
 398700.00000        0.9300      0.000000 
 399000.00000        0.9957      0.021545 
 399000.00000        0.9639      0.016442 
 399000.00000        0.9400      0.008973 
 399000.00000        0.9312      0.000000 
 399300.00000        0.9987      0.047745 
 399300.00000        0.9736      0.040188 
 399300.00000        0.9548      0.022904 
 399300.00000        0.9478      0.000000 
 399600.00000        0.9998      0.064220 
 399600.00000        0.9887      0.055510 
 399600.00000        0.9799      0.032018 
 399600.00000        0.9766      0.000000 
 399900.00000        0.9992      0.065788 
 399900.00000        1.0057      0.057950 
 399900.00000        1.0100      0.033741 
 399900.00000        1.0114      0.000000 
 400200.00000        0.9966      0.050788 
 400200.00000        1.0206      0.046019 
 400200.00000        1.0376      0.027088 
 400200.00000        1.0438      0.000000 
 400500.00000        0.9920      0.021279 
 400500.00000        1.0293      0.021592 
 400500.00000        1.0558      0.013189 
 400500.00000        1.0654      0.000000 
 400800.00000        0.9855      0.017365 
 400800.00000        1.0286      0.010515 
 400800.00000        1.0591      0.004972 
 400800.00000        1.0701      0.000000 
 401100.00000        0.9769      0.057393 
 401100.00000        1.0170      0.043672 
 401100.00000        1.0453      0.023580 
 401100.00000        1.0555      0.000000 
 401400.00000        0.9664      0.090489 
 401400.00000        0.9952      0.071019 
 401400.00000        1.0157      0.038957 
 401400.00000        1.0231      0.000000 
 401700.00000        0.9539      0.110149 
 401700.00000        0.9661      0.087099 
 401700.00000        0.9748      0.048095 
 401700.00000        0.9780      0.000000 
 402000.00000        0.9396      0.113409 
 402000.00000        0.9339      0.089112 
 402000.00000        0.9294      0.049179 
 402000.00000        0.9277      0.000000 
 402300.00000        0.9236      0.101163 
 402300.00000        0.9027      0.077551 
 402300.00000        0.8868      0.042253 
 402300.00000        0.8808      0.000000 
 402600.00000        0.9058      0.077565 
 402600.00000        0.8758      0.056024 
 402600.00000        0.8531      0.029451 
 402600.00000        0.8446      0.000000 
 402900.00000        0.8865      0.049162 
 402900.00000        0.8553      0.030362 
 402900.00000        0.8318      0.014337 
 402900.00000        0.8232      0.000000 
 403200.00000        0.8657      0.023646 
 403200.00000        0.8416      0.007274 
 403200.00000        0.8235      0.000791 
 403200.00000        0.8167      0.000000 
 403500.00000        0.8432      0.008104 
 403500.00000        0.8331      0.007183 
 403500.00000        0.8250      0.007816 
 403500.00000        0.8219      0.000000 
 403800.00000        0.8193      0.007220 
 403800.00000        0.8263      0.008967 
 403800.00000        0.8308      0.009140 
 403800.00000        0.8323      0.000000 
 404100.00000        0.7937      0.022224 
 404100.00000        0.8173      0.003043 
 404100.00000        0.8340      0.002431 
 404100.00000        0.8401      0.000000 
 404400.00000        0.7666      0.050806 
 404400.00000        0.8025      0.026780 
 404400.00000        0.8281      0.011079 
 404400.00000        0.8374      0.000000 
 404700.00000        0.7379      0.087601 
 404700.00000        0.7790      0.057472 
 404700.00000        0.8081      0.028471 
 404700.00000        0.8186      0.000000 
 405000.00000        0.7077      0.125172 
 405000.00000        0.7455      0.088772 
 405000.00000        0.7723      0.046094 
 405000.00000        0.7820      0.000000 
 405300.00000        0.6760      0.155739 
 405300.00000        0.7029      0.114244 
 405300.00000        0.7221      0.060474 
 405300.00000        0.7291      0.000000 
 405600.00000        0.6430      0.173319 
 405600.00000        0.6540      0.128847 
 405600.00000        0.6620      0.068837 
 405600.00000        0.6650      0.000000 
 405900.00000        0.6087      0.175244 
 405900.00000        0.6027      0.130064 
 405900.00000        0.5982      0.069553 
 405900.00000        0.5966      0.000000 
 406200.00000        0.5733      0.162430 
 406200.00000        0.5528      0.118398 
 406200.00000        0.5375      0.062688 
 406200.00000        0.5318      0.000000 
 406500.00000        0.5368      0.138774 
 406500.00000        0.5075      0.097199 
 406500.00000        0.4854      0.050186 
 406500.00000        0.4772      0.000000 
 406800.00000        0.4995      0.110302 
 406800.00000        0.4685      0.071826 
 406800.00000        0.4453      0.035315 
 406800.00000        0.4368      0.000000 
 407100.00000        0.4614      0.084054 
 407100.00000        0.4364      0.048440 
 407100.00000        0.4177      0.021673 
 407100.00000        0.4108      0.000000 
 407400.00000        0.4224      0.066567 
 407400.00000        0.4098      0.032652 
 407400.00000        0.4001      0.012396 
 407400.00000        0.3964      0.000000 
 407700.00000        0.3827      0.062308 
 407700.00000        0.3858      0.028308 
 407700.00000        0.3875      0.009687 
 407700.00000        0.3880      0.000000 
 408000.00000        0.3423      0.072691 
 408000.00000        0.3608      0.036684 
 408000.00000        0.3740      0.014372 
 408000.00000        0.3788      0.000000 
 408300.00000        0.3012      0.095936 
 408300.00000        0.3317      0.056228 
 408300.00000        0.3536      0.025557 
 408300.00000        0.3616      0.000000 
 408600.00000        0.2594      0.127511 
 408600.00000        0.2958      0.082914 
 408600.00000        0.3219      0.040796 
 408600.00000        0.3314      0.000000 
 408900.00000        0.2170      0.160951 
 408900.00000        0.2519      0.111179 
 408900.00000        0.2768      0.056836 
 408900.00000        0.2859      0.000000 
 409200.00000        0.1741      0.189230 
 409200.00000        0.2002      0.135169 
 409200.00000        0.2192      0.070471 
 409200.00000        0.2261      0.000000 
